,Unnamed: 0,Maximum Phosphorus,Utility1,Utility2,Reliability,n_reliability,C1,R1,W1,C2,R2,W2
2371,2371,2.5976515101544018,1.4374791947997845,1.5041554880524384,0.1046,0.18145598890681766,"[-0.08552904848083454, -0.21027979029727842, -0.003366902229881674]","[1.084978701569077, 1.5627415011425623, 0.9710847584184656]","[0.4020368261502616, 0.038842795567987976, 0.6205074451708932]","[0.30559287235057087, 0.22409748295781567, -0.35416766935587607]","[0.30760869365941845, 1.5172014664354543, 1.4621318829560264]","[0.5158161634243351, 0.9995437205899222, 0.8608090972442937]"
2372,2372,2.334967727634044,1.1271385787086718,0.352885056483295,0.2035,0.3530238407508355,"[0.44962245553425495, -0.08875532275278775, 0.124989102873066]","[1.245565522611371, 0.0, 0.9670796690557351]","[0.002477382385765753, 0.05704434081982146, 0.35470881180970454]","[1.4060259233600632, 0.864604078330608, -0.27220403010436245]","[1.9906401142278032, 0.0, 1.475161741867804]","[0.11080873207247552, 0.6103390801350508, 0.0]"
2373,2373,2.5976515101543236,1.3813499765122828,1.3548882960816258,0.141,0.24460128523767963,"[0.4917895938435266, 0.7840847437871608, -0.21031566686696457]","[1.7622414327368425, 0.0, 1.2375364568418021]","[0.30681297968156174, 0.20446486437665523, 1.0]","[0.07092253308622995, 0.2373704848175316, -0.3256391025615435]","[1.5809827332065074, 0.19213010288972066, 0.0]","[0.8151312785740503, 0.4492277354028157, 0.4432685490089211]"
2374,2374,2.597651510154419,1.4867872252362435,1.6746574162923324,0.0695,0.12056588173062933,"[0.03749313381283503, 1.1201806727228938, 0.17350373776705236]","[1.0680277817210322, 1.3478903523179269, 1.2992726851299599]","[0.5181928997560862, 0.028795327090024858, 0.8646697964664202]","[-0.446801013494345, 0.16872964750893477, 0.3931006136604105]","[1.1099412471522987, 0.1708726043819634, 1.4080377903145365]","[0.7274012653429206, 1.0, 0.9918185904034542]"
2375,2375,2.3454679192636596,1.573534754895437,0.5640638488273981,0.05,0.0867380444105247,"[-0.31839621662090634, -1.0105186111170217, 0.1623884759453364]","[0.0, 8.275012903968815e-05, 0.6760613373578095]","[0.01760361705756819, 0.0, 0.27439050613878624]","[2.0, -0.5147320132097738, -1.3139458567040112]","[0.8124422646913712, 0.0, 1.5297162178013668]","[0.3038488533795116, 0.9338253489688599, 0.0]"
2376,2376,2.597651510154381,1.3940233813051142,1.4551770474117325,0.1202,0.20851825876290137,"[-1.4945867785480145, 1.8927710275468315, -0.18458025204788675]","[0.9211822143102552, 1.664300925865148, 1.5872429598219557]","[0.0, 0.0, 0.0452497783630369]","[0.41465489698416247, 1.0255928456756966, 0.16545966741477725]","[0.5951006383405516, 1.6694126509615763, 0.4749268924236951]","[0.9778833113058768, 0.08648125257445571, 0.5836335719374381]"
2377,2377,2.5976515100975908,1.1024347136692116,0.8854575527874401,0.2891,0.5015193727816538,"[0.2075952250009882, 1.0692011981614995, -1.647518808481799]","[0.5211155944891003, 1.9997264795234522, 0.0]","[1.0, 0.46446626644923056, 0.036555455495412725]","[0.18190064512188497, -2.0, 0.3789634263148237]","[1.3080072615156795, 0.0, 1.2877279547958116]","[1.0, 0.9674662643413081, 0.3880791803005663]"
2378,2378,2.3580670573093925,1.467659866948862,0.495086110825857,0.0608,0.10547346200319803,"[-0.3455165690346118, 1.8718866436677195, 0.011538258163771124]","[1.1567671024830635, 0.0, 1.149214583535451]","[0.0, 0.6413251070775454, 0.34656212175598977]","[1.5288841036932928, -1.1837091787684288, 1.6960064974845444]","[2.0, 0.0, 1.5361238184282076]","[0.1287070420231755, 0.2742879322800431, 0.0]"
2379,2379,2.414540533745808,0.7501153951839653,1.699140260285971,0.03,0.052042826646314815,"[-0.7188934484930799, 1.2215306418829806, 2.0]","[1.5638436355119678, 1.5949369387463224, 1.8871679811198427]","[0.0, 0.05910572696750524, 0.747871471380546]","[0.2730815301106546, 0.8478524269554951, -0.35048633167256593]","[0.5253091910200041, 0.0, 0.9585725924940691]","[0.9622405951455936, 1.0, 0.8000845148195029]"
2380,2380,2.597651510154421,1.5905341903666068,1.6518267744557615,0.06,0.10408565329262963,"[-0.1305250051954609, 0.6498420991056341, 0.3271364019454279]","[1.262207633420634, 1.991340178412064, 0.3371617009608834]","[1.0, 0.374344846464566, 0.8339390838947004]","[-0.22409672065781416, 0.26800116336909063, -1.4554106852121178]","[1.077301358022599, 0.3782647228699524, 0.7165171536277573]","[0.23400896067988874, 0.9133143164113464, 0.0020200462844928713]"
2381,2381,2.597651510154403,1.4023968266925704,1.5468807661663857,0.1012,0.17555780188690198,"[0.1162588470852084, -0.08426888624646267, 0.6172685392042054]","[1.5679629251700593, 1.234411754560027, 1.9819944189838943]","[0.013913578586908115, 0.7607064324908294, 0.3399482281999202]","[1.511158296875108, 0.17057014315328045, 1.1787285605666364]","[1.983541874006439, 0.3601313695580631, 1.9021675047607411]","[0.10758537534085799, 0.9565826994076865, 0.01719735779570708]"
2382,2382,2.333566316882512,1.4905037265179335,0.3813337539657248,0.08,0.1387808710568395,"[0.1162588470852084, -0.08426888624646267, 0.037321661731931854]","[1.6125466536433575, 1.1084758232386331, 1.2042925075437785]","[1.0, 0.8185523953159793, 0.31568319702408054]","[1.4693232776629848, 0.17057014315328045, 1.8883482594554657]","[1.769390826423377, 0.0, 1.5745714886405602]","[0.04422732639101323, 0.2975410233403212, 0.004762236010098925]"
2383,2383,2.5853441016792877,0.3314766955165801,0.4511987291541594,0.7403,1.2842434855422287,"[0.12173993625530377, 0.3082858582131056, 0.12462865930637854]","[1.5084782240000505, 1.1605919983655473, 1.1714863256488297]","[0.5664126388737962, 0.008058297723889551, 0.8943667136707004]","[0.06319241526663166, -0.21565464820175828, 0.3886328851176162]","[0.6178756986184648, 1.4794312994934837, 0.719402474551522]","[0.834051227116413, 0.900027490131688, 0.35257069526643414]"
2384,2384,2.359724223028053,1.5928015689244608,0.3120332535903258,0.0898,0.15578152776130236,"[-0.3455165690346118, -0.5137125724150957, -0.26890221808400305]","[1.2230332482418125, 0.3649351309920863, 1.245848717919939]","[0.47487395077224465, 0.0, 0.6703407216764491]","[1.1053087511599586, 1.5206464336281074, -0.25623349147619645]","[2.0, 0.0, 1.9143141666830323]","[0.10356469801963417, 0.9945721837288524, 0.0]"
2385,2385,2.316704227183782,1.345366691022759,0.2701978965966542,0.1423,0.2468564743923533,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[0.35940364851339734, 1.622043311737223, 0.0]","[0.9588724987193789, 0.6608817283212304, 0.9046916127328275]","[1.4367299684148545, 0.17057014315328045, 1.9482741771584347]","[1.7718135051344963, 0.0, 1.430481021330046]","[0.04422732639101323, 0.7513245330580557, 0.0040400925689857425]"
2386,2386,2.4399979837993504,1.704481719191038,0.6261798617107612,0.06,0.10408565329262963,"[1.1435675771006035, -0.792529679258283, 0.04838356598165386]","[1.9806269189984618, 1.4838711693787516, 1.3045762347947862]","[0.9095062263682933, 0.23216100830443454, 0.9514581671613783]","[0.020381916094114327, 0.2807439056584635, -0.1013532886458714]","[0.5302018781881623, 0.0, 1.8814442125361592]","[0.0, 0.7921723231313542, 0.01591875171678714]"
2387,2387,2.597641180430945,0.5263705733280369,0.6384310373255975,0.5708,0.9902015149905499,"[0.20993091482049772, 0.8918109699223273, -0.3794096963618867]","[0.5190590189966233, 1.9801037852525272, 0.0]","[0.810488846820689, 0.5874071214376061, 1.0]","[0.037033706723811344, -0.8540364095843125, 0.7246677563021823]","[0.7574719991514962, 0.0, 1.521851108363654]","[0.6344266238678588, 0.46713111116183254, 0.5637479310386391]"
2388,2388,2.436493258835994,1.5663825845538917,0.5729453000833885,0.0912,0.15821019300479705,"[1.1435675771006035, -1.3448199350839989, 0.2524965711849525]","[1.5436259913564616, 0.0, 0.5907157931548452]","[0.7711671201668784, 0.9377921154511671, 0.8869215301424774]","[-1.429206463986791, 0.9825348871238048, -0.11813179940817337]","[0.5302018781881623, 0.0, 1.998683028671383]","[0.0, 0.6849015145292129, 0.01591875171678714]"
2389,2389,2.327526505564598,1.6389482941862454,0.2574669041274809,0.0611,0.10599389026966118,"[0.28886884184985656, -0.6280830726607303, 0.1506356334626103]","[1.6678830207340687, 1.1738939106195798, 0.1682091778641479]","[0.0, 0.00023384667241499457, 0.34656212175598977]","[1.4060259233600632, -0.6461793216885434, 0.704583068605102]","[2.0, 0.0, 1.843589937308164]","[0.13048394130192853, 0.8272993164085044, 0.0]"
2390,2390,2.5976515101544204,1.5075260330409812,1.7103626087592867,0.06,0.10408565329262963,"[0.03749313381283503, 1.1201806727228938, 0.17727220738475813]","[1.4151222932541265, 1.1438864897470582, 1.9203357636134846]","[0.5181928997560862, 0.008058297723889551, 0.09555648207368717]","[-0.446801013494345, 0.16872964750893477, 0.3931006136604105]","[1.1568736741423133, 1.5629771575987959, 0.43224423725682204]","[0.7274012653429206, 1.0, 0.2559562970810134]"
2391,2391,2.597645085533552,0.7110856439612369,0.4897102836257213,0.5457,0.9466590166964665,"[-0.1305250051954609, 0.6581762550222774, 0.3271364019454279]","[1.262207633420634, 1.9376467505841555, 0.3371617009608834]","[0.5716497549532474, 0.4885779876863094, 0.30392098012675317]","[0.7629535798749645, 0.3055181788603776, -0.8458684822451276]","[1.077301358022599, 1.946278005908095, 0.3760505473320028]","[0.0, 0.9124293636216171, 0.0]"
2392,2392,2.5976515101543995,1.455718028094852,1.474623918162882,0.1067,0.18509898677205971,"[0.0661407028357055, 0.9045724607288921, -1.7169631662946974]","[0.5211155944891003, 1.9801037852525272, 0.0]","[1.0, 0.46446626644923056, 0.043262594008496746]","[0.16589277875726705, -2.0, 0.3789634263148237]","[0.06148967496499469, 0.0, 1.2878952414438862]","[0.05110285039138296, 0.4687674050167342, 0.2220012447240176]"
2393,2393,0.1697765247896347,0.2036059735410195,0.2447704513488288,1.0,1.734760888210494,"[0.32055282028463755, -1.4399470287525213, 0.21271293782154066]","[0.646272348121181, 1.5225236219439218, 1.006596998488314]","[1.0, 0.0, 0.6009365255890416]","[1.1293264205253668, 1.2048157258151715, 0.549494402517793]","[1.7348776891212399, 0.0, 1.4326096693372046]","[0.0008879965665560263, 0.26012578089681626, 0.610064570111202]"
2394,2394,2.316704227186438,1.540462501817954,0.2295985172791172,0.09,0.15612847993894444,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[0.2395476663169258, 1.0187924442198575, 0.0]","[0.9588724987193789, 0.8571177829226035, 0.03722357674410404]","[1.4367299684148545, 0.17057014315328045, 1.9482741771584347]","[1.7718135051344963, 0.0, 1.6395537359003398]","[0.04422732639101323, 0.7513245330580557, 0.0040400925689857425]"
2395,2395,2.367597996888483,1.682837737085257,0.3480744014666009,0.06,0.10408565329262963,"[-0.4260298757532191, -0.07407260093633034, 0.124989102873066]","[0.9532067735834344, 1.6543478719723532, 0.9816853780574495]","[0.9213273144864842, 0.6560305396926385, 0.752697257784162]","[0.9616265067988783, 1.4097114198900265, -1.024624853337535]","[1.9974614114466671, 0.0, 0.8462460203746285]","[0.04454006990099213, 0.8774785342520919, 0.0001270257543125597]"
2396,2396,2.316704227186639,1.604040052547734,0.2132450594438493,0.08,0.1387808710568395,"[1.0134767686482289, -0.24663580834423068, 0.02964713675125602]","[1.2088938266613347, 0.7714629217628826, 1.2522948482279037]","[0.11017720819323829, 0.03670765266571052, 0.7423873771971382]","[1.7329101502153326, 0.9257887925903466, -0.37971223146375277]","[1.8950842945984419, 0.0, 0.9738644145480579]","[0.01977315501909517, 0.4064254715144635, 0.0]"
2397,2397,2.5976515101538893,1.3147359382257575,1.2029852397512264,0.1819,0.3155530055654889,"[0.12384896908468086, 0.3318411593361117, 0.05935483148441367]","[1.615972678610342, 0.44316210665165, 0.3973355254260522]","[0.6509589631866829, 0.2918107580693077, 0.7063511256395362]","[0.18349474713344716, 0.25257381859500105, -0.6901125909146972]","[0.35950351818545623, 1.627251236043909, 1.5255468964378374]","[0.4196108492121966, 0.9376922647094202, 0.04723084935957078]"
2398,2398,2.3167042271866407,1.5427007237953174,0.2752311370710575,0.08,0.1387808710568395,"[0.1162588470852084, -0.40634580017827115, -0.17489088632332672]","[0.948929786289687, 1.3787969934267035, 0.0]","[0.9838473482257284, 0.6341601771924071, 0.3711767470104361]","[1.5920926917160303, 0.35660563150041646, 1.8883482594554657]","[1.5225679752277201, 0.0, 1.5745714886405602]","[0.04422732639101323, 0.7513245330580557, 6.295907572409802e-05]"
2399,2399,2.5976515101544164,1.445515540004873,1.6446201782269427,0.08,0.1387808710568395,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[1.3714103300227027, 1.807133115329058, 1.3212814830836972]","[0.013913578586908115, 0.7607064324908294, 0.897621247205853]","[1.511158296875108, 0.17057014315328045, 1.1787285605666364]","[1.769390826423377, 0.3601313695580631, 1.9021675047607411]","[0.10758537534085799, 0.9878915075819084, 0.08661980539491265]"
2400,2400,2.597651510147198,1.1447895340559042,1.1081987910371798,0.2364,0.41009747397296076,"[0.15347814584607056, 0.3082858582131056, 0.12462865930637854]","[0.09754372561273494, 1.3990348517979325, 0.6742630612498637]","[0.8994639270520131, 0.9996848586461046, 0.19946453411764775]","[0.06319241526663166, -0.21565464820175828, 0.3886328851176162]","[0.587513185070992, 1.4794312994934837, 0.719402474551522]","[0.834051227116413, 0.9935200551010023, 0.36145822130859073]"
2401,2401,0.2253026382540062,0.3017999957668453,0.2229787197930997,1.0,1.734760888210494,"[0.5408235203590248, 0.8187232702371744, 0.607613406404452]","[1.9144733070335405, 0.21849103380159351, 1.5227792421769464]","[0.0, 0.0, 0.2847975736417049]","[0.41465489698416247, -1.1353100081188998, 0.1003232590265104]","[0.7433197648412737, 0.0, 0.7833174320079557]","[1.0, 0.20992064995995152, 0.6213357961898309]"
2402,2402,2.5976515101543787,1.4135523640958387,1.434152959951703,0.1208,0.20955911529582766,"[-0.09789332668037759, 0.09887732396462137, 0.7646383012590132]","[0.989687577558572, 0.0, 2.0]","[0.8890372466280246, 0.0, 0.8719991779333679]","[0.17999941356383137, 0.2660484256215008, -0.3139384412873145]","[0.13940971492271248, 1.5912524544727393, 1.290428154988856]","[0.8813501244877836, 0.9376366779349704, 0.019430162606479284]"
2403,2403,2.3493076502988917,1.5637251130779706,0.3609063089617626,0.08,0.1387808710568395,"[0.2639962235996527, 0.6624984111363719, 0.11106258661471458]","[0.1791182324610442, 0.6075171489013653, 0.6005332873863138]","[0.5522171633520785, 0.0, 0.9324215612832907]","[1.4060259233600632, -0.6461793216885434, 0.7036646460438467]","[1.7814726457179917, 0.0, 0.4048042952996034]","[0.12706873430855403, 0.8141519075876221, 0.0]"
2404,2404,2.332993825623097,0.4711258483223347,1.69793702758967,0.03,0.052042826646314815,"[1.5920699903683473, 2.0, 0.7886715485578413]","[0.0, 0.8630120891162867, 0.0]","[0.4820301571438984, 0.5247626564245025, 1.0]","[-0.49076210626326855, -1.2043670648087899, -1.3038896970395042]","[1.235195260246991, 0.0, 1.911325491717746]","[0.5385308141851636, 0.4855117073623799, 0.0]"
2405,2405,2.5976515101544218,1.620479305277378,1.6948915758550829,0.0497,0.08621761614406155,"[0.272696515698031, -0.08426888624646267, 0.05935483148441367]","[0.9121242370004796, 0.719886291231888, 1.0556487988904466]","[0.3141786738102736, 0.9670664080767848, 0.7019396418621309]","[-1.109507196932316, 0.17057014315328045, 1.2584141806176041]","[1.8936074150041102, 0.27090148168909073, 1.9055783241378745]","[0.000610275401369452, 0.2435776026786608, 0.11654188642990304]"
2406,2406,2.469610733452704,1.6012333132646228,0.6966463421990177,0.08,0.1387808710568395,"[0.2880544657601105, -0.08948977692354904, 0.06336578352089059]","[0.5058598604787714, 0.7912460885383668, 0.2721152725272271]","[0.4118303428515449, 0.9432462345520427, 0.17648180463920285]","[1.1293264205253668, -0.9083234161665215, -0.27286275491573175]","[1.9921730136043332, 0.0, 0.5111876399513825]","[0.09280533756230824, 0.39399769779219485, 0.0]"
2407,2407,2.316704227185861,1.4583602820588328,0.2335093397841464,0.1117,0.19377279121311217,"[0.1162588470852084, -0.04302900933979431, 0.037321661731931854]","[1.0763209848551993, 0.7764915749374846, 0.30740956483895543]","[0.32271918188001214, 0.6523964624106112, 0.08230360391927155]","[1.4693232776629848, 1.5528655105610465, 1.8883482594554657]","[1.769390826423377, 0.0, 1.5676484420743695]","[0.04422732639101323, 0.9361660016358678, 0.004762236010098925]"
2408,2408,2.597651510149559,1.2106349984933362,1.062609628734787,0.2337,0.4054136195747924,"[-0.028736605158428123, 0.2945754376837426, 0.8895643503485631]","[1.7271156485330006, 0.16737144823157224, 1.812968181791395]","[0.45372503733545677, 0.48106836376562545, 0.663035144007392]","[0.033225512937912205, -1.5816591098393737, -0.6700861695045768]","[0.90955589577201, 0.0, 0.0]","[0.9148834564652545, 0.6890051060261944, 0.3051637618075259]"
2409,2409,2.5976515101544195,1.6455181444016196,1.5259844372280873,0.07,0.12143326217473459,"[0.2104307929555818, -1.1025620192387309, -1.9832452344439053]","[0.41213706581941456, 1.9801037852525272, 0.0]","[0.9944674384651992, 0.46753343119748, 0.9903035631883879]","[0.037555059832845905, -1.6040106081148378, -0.9475815051781288]","[0.726069169109484, 0.0, 0.6826529326831945]","[0.9187474481027782, 0.4687674050167342, 0.0008354276797708487]"
2410,2410,2.597651510154421,1.6225959314017058,1.6159252421361692,0.06,0.10408565329262963,"[-0.7066245206023467, 1.1365602737510205, 0.3525608754430827]","[0.0, 2.0, 0.18405974918290635]","[0.6811083329054679, 0.5765570200409447, 0.35202000793671456]","[0.23471466264996257, 1.6414627157499764, -0.05632750108840515]","[0.23722646504452205, 0.0, 0.5295511598124041]","[0.7869365441634926, 0.9999323900952755, 0.0]"
